Timestamp,bp_discharge,bp_discharge+1,bp_discharge+2,bp_discharge+3,bp_discharge+4,bp_discharge+5,bp_discharge+6,bp_discharge+7,bp_discharge+8,bp_discharge+9,bp_discharge+10,bp_discharge+11,bp_discharge+12,bp_discharge+13,bp_discharge+14,bp_discharge+15,bp_discharge+16,bp_discharge+17,bp_discharge+18,bp_discharge+19,bp_discharge+20,bp_discharge+21,bp_discharge+22,bp_discharge+23,bp_discharge+24,bp_discharge+25,bp_discharge+26,bp_discharge+27,bp_discharge+28,bp_discharge+29,bp_discharge+30,bp_discharge+31,bp_discharge+32,bp_discharge+33,bp_discharge+34,bp_discharge+35,bp_discharge+36,bp_discharge+37,bp_discharge+38,bp_discharge+39
2/9/2018,0.57,0.579,0.597,0.618,0.906,0.909,0.754,0.725,0.798,0.74,0.695,0.644,0.612,0.586,0.559,0.521,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982
2/10/2018,0.579,0.597,0.618,0.906,0.909,0.754,0.725,0.798,0.74,0.695,0.644,0.612,0.586,0.559,0.521,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891
2/11/2018,0.597,0.618,0.906,0.909,0.754,0.725,0.798,0.74,0.695,0.644,0.612,0.586,0.559,0.521,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896
2/12/2018,0.618,0.906,0.909,0.754,0.725,0.798,0.74,0.695,0.644,0.612,0.586,0.559,0.521,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017
2/13/2018,0.906,0.909,0.754,0.725,0.798,0.74,0.695,0.644,0.612,0.586,0.559,0.521,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104
2/14/2018,0.909,0.754,0.725,0.798,0.74,0.695,0.644,0.612,0.586,0.559,0.521,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8
2/15/2018,0.754,0.725,0.798,0.74,0.695,0.644,0.612,0.586,0.559,0.521,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82
2/16/2018,0.725,0.798,0.74,0.695,0.644,0.612,0.586,0.559,0.521,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794
2/17/2018,0.798,0.74,0.695,0.644,0.612,0.586,0.559,0.521,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697
2/18/2018,0.74,0.695,0.644,0.612,0.586,0.559,0.521,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727
2/19/2018,0.695,0.644,0.612,0.586,0.559,0.521,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784
2/20/2018,0.644,0.612,0.586,0.559,0.521,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66
2/21/2018,0.612,0.586,0.559,0.521,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66,0.995
2/22/2018,0.586,0.559,0.521,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66,0.995,1.311
2/23/2018,0.559,0.521,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66,0.995,1.311,1.178
2/24/2018,0.521,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66,0.995,1.311,1.178,1.003
2/25/2018,0.493,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66,0.995,1.311,1.178,1.003,1.03
2/26/2018,0.464,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66,0.995,1.311,1.178,1.003,1.03,4.004
2/27/2018,0.44,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66,0.995,1.311,1.178,1.003,1.03,4.004,1.83
2/28/2018,0.431,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66,0.995,1.311,1.178,1.003,1.03,4.004,1.83,1.906
3/1/2018,0.422,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66,0.995,1.311,1.178,1.003,1.03,4.004,1.83,1.906,1.629
3/2/2018,0.43,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66,0.995,1.311,1.178,1.003,1.03,4.004,1.83,1.906,1.629,1.49
3/3/2018,0.694,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66,0.995,1.311,1.178,1.003,1.03,4.004,1.83,1.906,1.629,1.49,1.277
3/4/2018,1.572,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66,0.995,1.311,1.178,1.003,1.03,4.004,1.83,1.906,1.629,1.49,1.277,1.149
3/5/2018,0.991,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66,0.995,1.311,1.178,1.003,1.03,4.004,1.83,1.906,1.629,1.49,1.277,1.149,1.023
3/6/2018,0.794,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66,0.995,1.311,1.178,1.003,1.03,4.004,1.83,1.906,1.629,1.49,1.277,1.149,1.023,0.925
3/7/2018,0.749,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66,0.995,1.311,1.178,1.003,1.03,4.004,1.83,1.906,1.629,1.49,1.277,1.149,1.023,0.925,1.271
3/8/2018,0.752,0.708,1.162,0.909,0.958,0.805,4.219,2.034,1.723,1.464,1.283,1.122,0.982,0.891,0.896,1.017,1.104,0.8,0.82,0.794,0.697,0.727,0.784,0.66,0.995,1.311,1.178,1.003,1.03,4.004,1.83,1.906,1.629,1.49,1.277,1.149,1.023,0.925,1.271,2.296
