Timestamp,bp_discharge,bp_discharge+1,bp_discharge+2,bp_discharge+3,bp_discharge+4,bp_discharge+5,bp_discharge+6,bp_discharge+7,bp_discharge+8,bp_discharge+9,bp_discharge+10,bp_discharge+11,bp_discharge+12,bp_discharge+13,bp_discharge+14,bp_discharge+15,bp_discharge+16,bp_discharge+17,bp_discharge+18,bp_discharge+19,bp_discharge+20,bp_discharge+21,bp_discharge+22,bp_discharge+23,bp_discharge+24,bp_discharge+25,bp_discharge+26,bp_discharge+27,bp_discharge+28,bp_discharge+29,bp_discharge+30,bp_discharge+31,bp_discharge+32,bp_discharge+33,bp_discharge+34,bp_discharge+35,bp_discharge+36,bp_discharge+37,bp_discharge+38,bp_discharge+39
9/25/2016,0.411,0.347,0.299,0.261,0.25,0.236,0.235,0.215,0.205,0.196,0.186,0.176,0.169,0.161,0.158,0.154,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218
9/26/2016,0.347,0.299,0.261,0.25,0.236,0.235,0.215,0.205,0.196,0.186,0.176,0.169,0.161,0.158,0.154,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22
9/27/2016,0.299,0.261,0.25,0.236,0.235,0.215,0.205,0.196,0.186,0.176,0.169,0.161,0.158,0.154,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209
9/28/2016,0.261,0.25,0.236,0.235,0.215,0.205,0.196,0.186,0.176,0.169,0.161,0.158,0.154,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203
9/29/2016,0.25,0.236,0.235,0.215,0.205,0.196,0.186,0.176,0.169,0.161,0.158,0.154,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194
9/30/2016,0.236,0.235,0.215,0.205,0.196,0.186,0.176,0.169,0.161,0.158,0.154,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265
10/1/2016,0.235,0.215,0.205,0.196,0.186,0.176,0.169,0.161,0.158,0.154,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258
10/2/2016,0.215,0.205,0.196,0.186,0.176,0.169,0.161,0.158,0.154,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226
10/3/2016,0.205,0.196,0.186,0.176,0.169,0.161,0.158,0.154,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247
10/4/2016,0.196,0.186,0.176,0.169,0.161,0.158,0.154,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346
10/5/2016,0.186,0.176,0.169,0.161,0.158,0.154,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254
10/6/2016,0.176,0.169,0.161,0.158,0.154,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245
10/7/2016,0.169,0.161,0.158,0.154,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236
10/8/2016,0.161,0.158,0.154,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224
10/9/2016,0.158,0.154,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23
10/10/2016,0.154,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343
10/11/2016,0.148,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396
10/12/2016,0.141,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298
10/13/2016,0.139,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266
10/14/2016,0.436,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246
10/15/2016,1.073,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23
10/16/2016,0.846,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223
10/17/2016,0.594,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221
10/18/2016,0.464,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219
10/19/2016,0.423,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218
10/20/2016,0.398,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212
10/21/2016,0.38,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204
10/22/2016,0.362,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197
10/23/2016,0.345,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196
10/24/2016,0.32,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194
10/25/2016,0.298,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192
10/26/2016,0.282,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191
10/27/2016,0.271,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186
10/28/2016,0.259,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193
10/29/2016,0.251,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24
10/30/2016,0.246,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32
10/31/2016,0.247,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339
11/1/2016,0.233,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289
11/2/2016,0.223,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258
11/3/2016,0.218,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276
11/4/2016,0.22,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46
11/5/2016,0.209,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259
11/6/2016,0.203,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168
11/7/2016,0.194,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584
11/8/2016,0.265,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899
11/9/2016,0.258,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824
11/10/2016,0.226,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751
11/11/2016,0.247,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825
11/12/2016,0.346,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844
11/13/2016,0.254,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701
11/14/2016,0.245,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804
11/15/2016,0.236,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71
11/16/2016,0.224,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651
11/17/2016,0.23,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603
11/18/2016,0.343,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565
11/19/2016,0.396,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539
11/20/2016,0.298,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513
11/21/2016,0.266,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485
11/22/2016,0.246,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465
11/23/2016,0.23,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496
11/24/2016,0.223,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432
11/25/2016,0.221,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405
11/26/2016,0.219,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389
11/27/2016,0.218,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37
11/28/2016,0.212,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287
11/29/2016,0.204,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287,0.777
11/30/2016,0.197,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287,0.777,0.64
12/1/2016,0.196,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287,0.777,0.64,0.66
12/2/2016,0.194,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287,0.777,0.64,0.66,0.595
12/3/2016,0.192,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287,0.777,0.64,0.66,0.595,0.546
12/4/2016,0.191,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287,0.777,0.64,0.66,0.595,0.546,0.571
12/5/2016,0.186,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287,0.777,0.64,0.66,0.595,0.546,0.571,0.548
12/6/2016,0.193,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287,0.777,0.64,0.66,0.595,0.546,0.571,0.548,0.518
12/7/2016,0.24,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287,0.777,0.64,0.66,0.595,0.546,0.571,0.548,0.518,0.493
12/8/2016,0.32,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287,0.777,0.64,0.66,0.595,0.546,0.571,0.548,0.518,0.493,0.465
12/9/2016,0.339,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287,0.777,0.64,0.66,0.595,0.546,0.571,0.548,0.518,0.493,0.465,0.446
12/10/2016,0.289,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287,0.777,0.64,0.66,0.595,0.546,0.571,0.548,0.518,0.493,0.465,0.446,0.429
12/11/2016,0.258,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287,0.777,0.64,0.66,0.595,0.546,0.571,0.548,0.518,0.493,0.465,0.446,0.429,0.406
12/12/2016,0.276,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287,0.777,0.64,0.66,0.595,0.546,0.571,0.548,0.518,0.493,0.465,0.446,0.429,0.406,0.39
12/13/2016,0.46,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287,0.777,0.64,0.66,0.595,0.546,0.571,0.548,0.518,0.493,0.465,0.446,0.429,0.406,0.39,0.376
12/14/2016,1.259,1.168,1.584,0.899,0.824,0.751,0.825,0.844,0.701,0.804,0.71,0.651,0.603,0.565,0.539,0.513,0.485,0.465,0.496,0.432,0.405,0.389,0.37,1.287,0.777,0.64,0.66,0.595,0.546,0.571,0.548,0.518,0.493,0.465,0.446,0.429,0.406,0.39,0.376,0.364
